,ID,Year_Of_Birth,Income,Registration_Time,Recency,Liquor,Vegetables,Pork,Seafood,Candy,Jewellery,Num_Deals_Purchases,Num_Web_Purchases,Num_Catalog_Purchases,Num_Store_Purchases,Num_Web_Visits_Month,Promo_30,Promo_40,Promo_50,Promo_10,Promo_20,Complain,Gender,Total_Purchase,Payment_Method,Phone,Total_Expense,Age,Marital_Status,Children,Family_Size,Is_Parent,Academic_Level,Customer_For,Promo_Response
351,4646,1995,38578.0,2022-06-22,2,39.0,6.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,0,0,0,0,Other,9,Mobile,(+84) 589311595.0,76.0,29,Single,2,3,1,Post_Graduate,32140800000000000,0
352,2614,1985,59481.0,2022-10-23,47,179.0,5.0,85.0,71.0,66.0,58.0,2,3,3,8,2,0,0,0,0,0,0,Male,16,Mobile,(+84) 624817254.0,464.0,39,Relationship,1,3,1,Graduate,21513600000000000,0
353,1132,1989,36301.0,2022-10-25,53,12.0,14.0,35.0,3.0,5.0,12.0,1,3,0,3,7,0,0,0,0,0,0,Other,7,Mobile,(+84) 250966182.0,81.0,35,Relationship,1,3,1,Post_Graduate,21340800000000000,0
354,6161,1994,31163.0,2023-02-13,54,3.0,5.0,10.0,11.0,2.0,10.0,1,1,0,3,6,0,0,0,0,0,0,Female,5,Card,(+84) 062043342.0,41.0,30,Single,1,2,1,Post_Graduate,11750400000000000,0
355,3498,1994,70091.0,2022-03-31,11,965.0,36.0,137.0,15.0,0.0,11.0,2,5,2,10,8,0,0,0,0,0,0,Female,19,Mobile,(+84) 723785414.0,1164.0,30,Relationship,1,3,1,Post_Graduate,39312000000000000,0
356,5848,1990,65324.0,2023-01-11,0,385.0,2.0,102.0,21.0,32.0,5.0,3,6,2,9,4,0,0,0,0,0,0,Female,20,Mobile,(+84) 393946528.0,547.0,34,Relationship,1,3,1,Post_Graduate,14601600000000000,0
357,5791,1982,36038.0,2022-05-31,82,24.0,2.0,15.0,0.0,2.0,7.0,2,3,0,3,6,0,0,0,0,0,0,Female,8,Cash,(+84) 986993792.0,50.0,42,Single,1,2,1,Post_Graduate,34041600000000000,0
358,8926,1986,7500.0,2022-01-09,94,1.0,4.0,3.0,4.0,1.0,5.0,1,0,0,3,6,0,0,0,0,0,0,Other,4,Cash,(+84) 190310431.0,18.0,38,Relationship,0,2,0,Graduate,46310400000000000,0
359,7152,1993,38179.0,2022-03-14,30,39.0,6.0,22.0,4.0,2.0,20.0,4,3,1,3,7,0,0,0,0,0,0,Male,11,Online,(+84) 811400360.0,93.0,31,Relationship,2,4,1,Post_Graduate,40780800000000000,0
360,3185,1983,26759.0,2023-02-07,65,26.0,5.0,16.0,8.0,5.0,2.0,2,2,1,3,6,0,0,0,0,0,0,Female,8,Unknown,(+84) 052426696.0,62.0,41,Single,1,2,1,Graduate,12268800000000000,0
361,9967,1988,36065.0,2022-03-31,54,19.0,9.0,34.0,10.0,2.0,3.0,3,3,0,3,8,0,0,0,0,0,0,Male,9,Mobile,(+84) 607229413.0,77.0,36,Single,2,3,1,Graduate,39312000000000000,0
362,6625,1989,55614.0,2022-11-27,85,505.0,15.0,131.0,8.0,0.0,26.0,1,9,4,6,7,0,0,0,0,0,0,Male,20,Card,(+84) 791193504.0,685.0,35,Single,0,1,0,Post_Graduate,18489600000000000,0
363,2993,1982,53374.0,2021-08-16,34,897.0,12.0,101.0,13.0,10.0,34.0,6,4,2,9,9,1,0,0,0,0,0,Female,21,Unknown,(+84) 025623222.0,1067.0,42,Relationship,1,3,1,Post_Graduate,58924800000000000,1
364,5229,1995,70300.0,2022-07-15,89,1046.0,63.0,338.0,60.0,46.0,46.0,3,5,5,13,8,0,0,0,0,0,0,Male,26,Online,(+84) 754091788.0,1599.0,29,Single,1,2,1,Graduate,30153600000000000,0
365,1512,1987,54342.0,2022-07-03,74,85.0,12.0,34.0,11.0,10.0,28.0,4,3,1,4,6,0,0,0,0,0,0,Male,12,Unknown,(+84) 776441747.0,180.0,37,Relationship,2,4,1,Post_Graduate,31190400000000000,0
366,3019,1983,33462.0,2022-08-07,78,23.0,5.0,18.0,0.0,0.0,11.0,1,2,0,3,7,0,0,0,0,0,0,Male,6,Mobile,(+84) 073607480.0,57.0,41,Single,1,2,1,Post_Graduate,28166400000000000,0
367,2453,1981,71952.0,2022-01-10,93,657.0,82.0,455.0,52.0,107.0,93.0,2,8,4,8,4,1,1,0,0,0,0,Female,22,Card,(+84) 518430907.0,1446.0,43,Relationship,1,3,1,Graduate,46224000000000000,2
368,9888,1996,74859.0,2022-06-03,63,571.0,75.0,614.0,133.0,102.0,73.0,1,6,5,11,3,0,0,0,1,0,0,Other,23,Unknown,(+84) 768845563.0,1568.0,28,Single,0,1,0,Post_Graduate,33782400000000000,1
369,9885,1988,26095.0,2022-06-30,77,12.0,9.0,9.0,3.0,1.0,11.0,1,1,0,3,7,0,0,0,0,0,0,Female,5,Card,(+84) 195633227.0,45.0,36,Single,1,2,1,Graduate,31449600000000000,0
370,2447,1975,26850.0,2023-04-18,10,32.0,3.0,13.0,7.0,2.0,9.0,4,2,1,4,4,0,0,0,0,0,0,Female,11,Cash,(+84) 761554642.0,66.0,49,Relationship,2,4,1,Post_Graduate,6220800000000000,0
371,8848,1983,91172.0,2022-03-27,94,163.0,30.0,818.0,0.0,28.0,56.0,0,4,3,7,3,1,1,1,1,1,0,Other,14,Cash,(+84) 691934863.0,1095.0,41,Single,0,1,0,Post_Graduate,39657600000000000,5
372,3945,1990,72217.0,2022-04-10,93,817.0,44.0,450.0,55.0,56.0,154.0,1,3,10,8,2,0,0,0,0,0,0,Male,22,Online,(+84) 455497060.0,1576.0,34,Single,0,1,0,Post_Graduate,38448000000000000,0
373,1525,1996,16860.0,2021-09-12,19,11.0,6.0,4.0,3.0,3.0,14.0,3,1,1,3,7,0,0,0,0,0,0,Male,8,Card,(+84) 410775645.0,41.0,28,Relationship,2,4,1,Graduate,56592000000000000,0
374,5002,1979,42693.0,2023-06-07,29,9.0,6.0,20.0,6.0,3.0,16.0,1,1,0,3,5,0,0,0,0,0,0,Male,5,Unknown,(+84) 781177183.0,60.0,45,Relationship,1,3,1,Graduate,1900800000000000,0
375,7517,1984,82224.0,2023-01-25,83,308.0,28.0,360.0,138.0,31.0,40.0,1,6,9,5,3,0,0,0,1,0,0,Male,21,Mobile,(+84) 193932276.0,905.0,40,Relationship,0,2,0,Graduate,13392000000000000,1
376,2849,1983,54356.0,2021-11-19,62,711.0,17.0,30.0,20.0,0.0,0.0,3,11,2,8,8,0,0,0,0,0,0,Male,24,Online,(+84) 718495509.0,778.0,41,Single,1,2,1,Post_Graduate,50716800000000000,0
377,6396,1995,85620.0,2023-01-07,68,417.0,48.0,925.0,60.0,107.0,46.0,1,3,6,4,1,0,0,0,0,0,0,Male,14,Card,(+84) 818214414.0,1603.0,29,Single,0,1,0,Graduate,14947200000000000,0
378,5322,1988,56320.0,2022-04-08,11,202.0,55.0,172.0,116.0,77.0,83.0,3,5,4,9,4,0,0,0,0,0,0,Other,21,Online,(+84) 176268115.0,705.0,36,Relationship,1,3,1,Post_Graduate,38620800000000000,0
379,8113,1988,67716.0,2022-01-10,8,531.0,144.0,217.0,62.0,9.0,56.0,4,7,4,13,5,0,0,0,0,0,0,Female,28,Online,(+84) 199409866.0,1019.0,36,Relationship,1,3,1,Graduate,46224000000000000,0
380,5992,1988,24336.0,2021-08-27,82,2.0,8.0,2.0,8.0,2.0,12.0,1,1,0,2,7,0,0,0,0,0,0,Female,4,Online,(+84) 523769260.0,34.0,36,Single,1,2,1,Post_Graduate,57974400000000000,0
381,5844,1984,41967.0,2022-11-23,66,24.0,6.0,10.0,0.0,2.0,15.0,1,1,0,3,4,0,0,0,0,0,0,Female,5,Unknown,(+84) 560065219.0,57.0,40,Single,2,3,1,Graduate,18835200000000000,0
382,8282,1988,62847.0,2022-01-15,45,522.0,170.0,706.0,80.0,76.0,61.0,1,3,6,4,2,0,0,0,0,0,0,Male,14,Online,(+84) 813573411.0,1615.0,36,Relationship,0,2,0,Post_Graduate,45792000000000000,0
383,5905,1979,52247.25135379061,2021-09-14,25,26.0,5.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,0,0,0,0,Female,9,Online,(+84) 007048243.0,112.0,45,Relationship,1,3,1,Post_Graduate,56419200000000000,0
384,5094,1984,63693.0,2022-10-14,63,588.0,45.0,337.0,42.0,87.0,54.0,3,11,6,9,6,0,0,0,0,0,0,Other,29,Online,(+84) 213495360.0,1153.0,40,Single,1,2,1,Graduate,22291200000000000,0
385,5939,1995,23718.0,2022-09-02,76,7.0,5.0,14.0,15.0,7.0,36.0,3,3,1,2,7,0,0,0,0,0,0,Male,9,Card,(+84) 739275168.0,84.0,29,Relationship,1,3,1,Post_Graduate,25920000000000000,0
386,6804,1984,75127.0,2023-05-22,92,204.0,37.0,305.0,46.0,17.0,227.0,1,2,11,5,1,0,0,0,0,0,0,Female,19,Cash,(+84) 075217787.0,836.0,40,Single,0,1,0,Graduate,3283200000000000,0
387,7253,1994,75507.0,2023-05-02,56,710.0,95.0,374.0,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,Other,21,Card,(+84) 531681749.0,1443.0,30,Relationship,0,2,0,Graduate,5011200000000000,0
388,5602,1996,74854.0,2022-04-08,90,857.0,61.0,487.0,58.0,29.0,73.0,7,2,5,5,5,0,0,0,0,0,0,Female,19,Mobile,(+84) 952704933.0,1565.0,28,Relationship,3,5,1,Graduate,38620800000000000,0
389,8704,1989,24480.0,2022-02-11,46,5.0,21.0,9.0,28.0,25.0,17.0,3,3,0,4,7,0,0,0,0,0,0,Male,10,Mobile,(+84) 200526413.0,105.0,35,Relationship,1,3,1,Under_Graduate,43459200000000000,0
390,7124,1988,19789.0,2022-11-20,24,3.0,7.0,9.0,28.0,6.0,28.0,3,2,1,3,5,1,0,0,0,0,0,Other,9,Card,(+84) 310269723.0,81.0,36,Relationship,1,3,1,Post_Graduate,19094400000000000,1
391,9851,1983,46014.0,2022-01-21,21,411.0,2.0,59.0,19.0,9.0,44.0,10,7,1,8,7,0,0,0,0,0,0,Other,26,Card,(+84) 262076473.0,544.0,41,Relationship,2,4,1,Post_Graduate,45273600000000000,0
392,2931,1988,53172.0,2022-05-06,54,122.0,64.0,90.0,68.0,20.0,125.0,3,2,3,8,3,0,0,0,0,0,0,Other,16,Cash,(+84) 545491277.0,489.0,36,Relationship,1,3,1,Graduate,36201600000000000,0
393,1307,1987,86429.0,2022-11-21,10,465.0,30.0,873.0,29.0,18.0,37.0,0,7,4,7,2,0,0,0,1,0,0,Male,18,Online,(+84) 956458736.0,1452.0,37,Single,0,1,0,Graduate,19008000000000000,1
394,3991,1982,64722.0,2023-05-26,47,304.0,2.0,280.0,60.0,147.0,15.0,4,8,2,11,6,0,0,0,0,0,0,Other,25,Unknown,(+84) 123601064.0,808.0,42,Relationship,1,3,1,Graduate,2937600000000000,0
395,9689,1985,23272.0,2022-10-17,29,20.0,5.0,6.0,4.0,2.0,12.0,1,1,0,3,4,0,0,0,0,0,0,Other,5,Mobile,(+84) 286833120.0,49.0,39,Single,0,1,0,Graduate,22032000000000000,0
396,6029,1981,73892.0,2022-11-13,40,704.0,104.0,601.0,0.0,58.0,43.0,1,3,11,8,1,0,0,0,0,0,0,Other,23,Cash,(+84) 210181297.0,1510.0,43,Single,0,1,0,Graduate,19699200000000000,0
397,8925,1983,18793.0,2022-01-12,14,5.0,18.0,20.0,0.0,17.0,20.0,3,2,0,4,8,0,0,0,0,0,0,Other,9,Card,(+84) 576425609.0,80.0,41,Relationship,1,3,1,Graduate,46051200000000000,0
398,7915,1987,52117.0,2021-08-16,55,113.0,12.0,107.0,30.0,0.0,20.0,2,5,2,4,7,0,0,0,0,0,0,Other,13,Card,(+84) 554937564.0,282.0,37,Relationship,1,3,1,Graduate,58924800000000000,0
399,4849,1989,43482.0,2022-11-13,83,19.0,3.0,32.0,6.0,3.0,28.0,3,2,0,4,6,0,0,0,0,0,0,Female,9,Mobile,(+84) 631775351.0,91.0,35,Relationship,3,5,1,Graduate,19699200000000000,0
400,3859,1988,22775.0,2022-06-19,40,6.0,3.0,8.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,Other,4,Unknown,(+84) 292649224.0,18.0,36,Relationship,1,3,1,Graduate,32400000000000000,0
401,7003,1994,16927.0,2022-02-10,50,21.0,4.0,23.0,3.0,1.0,4.0,5,3,0,4,8,0,0,0,0,0,0,Other,12,Unknown,(+84) 728858180.0,56.0,30,Relationship,2,4,1,Post_Graduate,43545600000000000,0
402,6963,1996,89058.0,2021-12-07,18,455.0,196.0,106.0,31.0,22.0,43.0,1,5,4,4,2,0,0,0,0,0,0,Male,14,Unknown,(+84) 242911949.0,853.0,28,Relationship,0,2,0,Post_Graduate,49161600000000000,0
403,7559,1984,21994.0,2021-12-24,4,10.0,2.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,Female,4,Card,(+84) 697189055.0,25.0,40,Relationship,1,3,1,Graduate,47692800000000000,0
404,9477,1998,71969.0,2021-10-16,59,1001.0,2.0,76.0,0.0,0.0,10.0,3,3,4,9,8,0,0,0,0,0,0,Male,19,Card,(+84) 788108367.0,1089.0,26,Relationship,1,3,1,Post_Graduate,53654400000000000,0
405,2439,1994,82576.0,2021-08-01,66,1207.0,57.0,445.0,168.0,18.0,18.0,1,2,4,12,1,0,0,0,0,0,0,Male,19,Cash,(+84) 623487906.0,1913.0,30,Relationship,0,2,0,Post_Graduate,60220800000000000,0
406,7700,1990,43050.0,2023-03-18,10,31.0,7.0,24.0,6.0,3.0,8.0,2,2,0,4,5,0,0,0,0,0,0,Male,8,Online,(+84) 941608439.0,79.0,34,Relationship,1,3,1,Post_Graduate,8899200000000000,0
407,3439,1981,44078.0,2023-06-19,17,25.0,3.0,10.0,2.0,0.0,4.0,2,2,0,3,5,0,0,0,0,0,0,Other,7,Mobile,(+84) 988799202.0,44.0,43,Relationship,2,4,1,Graduate,864000000000000,0
408,2192,1985,30477.0,2023-01-22,16,48.0,3.0,6.0,0.0,0.0,12.0,1,1,1,3,6,0,0,0,0,0,0,Female,6,Card,(+84) 456090894.0,69.0,39,Relationship,1,3,1,Post_Graduate,13651200000000000,0
409,5819,1987,57136.0,2022-07-09,48,307.0,7.0,109.0,21.0,109.0,92.0,9,5,2,10,6,0,0,0,0,0,0,Female,26,Mobile,(+84) 847735211.0,645.0,37,Relationship,2,4,1,Post_Graduate,30672000000000000,0
410,9518,1990,74485.0,2022-08-24,58,500.0,151.0,815.0,173.0,49.0,49.0,1,6,7,12,3,0,0,0,0,0,0,Other,26,Mobile,(+84) 133381095.0,1737.0,34,Relationship,0,2,0,Graduate,26697600000000000,0
411,3377,1983,52247.25135379061,2021-08-12,53,33.0,4.0,1607.0,12.0,4.0,22.0,0,0,0,1,0,0,0,0,0,0,0,Male,1,Mobile,(+84) 686811931.0,1682.0,41,Relationship,0,2,0,Post_Graduate,59270400000000000,0
412,8369,1995,35797.0,2021-10-16,16,28.0,3.0,14.0,4.0,1.0,21.0,2,2,0,3,8,0,0,0,0,0,0,Male,7,Cash,(+84) 829932005.0,71.0,29,Relationship,1,3,1,Graduate,53654400000000000,0
413,5446,1978,72282.0,2022-07-19,70,504.0,29.0,419.0,90.0,139.0,153.0,1,5,7,9,7,0,0,0,0,0,0,Other,22,Card,(+84) 860558084.0,1334.0,46,Single,0,1,0,Graduate,29808000000000000,0
414,2544,1982,29760.0,2021-08-29,87,65.0,6.0,68.0,7.0,5.0,17.0,4,3,1,4,8,0,0,0,0,0,0,Male,12,Mobile,(+84) 908255590.0,168.0,42,Single,1,2,1,Graduate,57801600000000000,0
415,2535,1983,68092.0,2022-12-16,7,853.0,62.0,207.0,78.0,36.0,48.0,2,2,6,10,5,0,0,0,0,0,0,Other,20,Unknown,(+84) 889769981.0,1284.0,41,Single,0,1,0,Post_Graduate,16848000000000000,0
416,7876,1987,91820.0,2022-11-23,72,411.0,75.0,747.0,76.0,161.0,30.0,0,5,5,12,1,0,0,0,0,0,0,Male,22,Online,(+84) 215595505.0,1500.0,37,Relationship,0,2,0,Post_Graduate,18835200000000000,0
417,2368,1989,23626.0,2023-05-24,84,28.0,4.0,14.0,0.0,0.0,0.0,3,3,1,3,5,0,0,0,0,0,0,Other,10,Cash,(+84) 361044677.0,46.0,35,Relationship,1,3,1,Post_Graduate,3110400000000000,0
418,1931,1985,18929.0,2022-02-16,15,33.0,2.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,Male,6,Card,(+84) 315144883.0,88.0,39,Relationship,0,2,0,Graduate,43027200000000000,0
419,9521,1985,47808.0,2022-10-20,30,124.0,3.0,26.0,2.0,0.0,72.0,2,3,2,3,7,1,1,0,0,0,0,Male,10,Cash,(+84) 026040744.0,227.0,39,Relationship,1,3,1,Post_Graduate,21772800000000000,2
420,8323,1992,66465.0,2022-03-30,1,1201.0,2.0,204.0,38.0,29.0,14.0,3,11,9,12,6,0,0,0,1,0,0,Male,35,Unknown,(+84) 481780325.0,1488.0,32,Relationship,1,3,1,Post_Graduate,39398400000000000,1
421,6313,1998,52914.0,2022-01-07,32,255.0,12.0,44.0,30.0,10.0,227.0,2,7,3,3,7,1,1,0,0,0,0,Female,15,Card,(+84) 861474484.0,578.0,26,Relationship,1,3,1,Graduate,46483200000000000,2
422,9270,1993,41154.0,2022-04-09,98,45.0,4.0,11.0,2.0,3.0,7.0,1,1,0,4,5,0,0,0,0,0,0,Other,6,Cash,(+84) 038272089.0,72.0,31,Relationship,1,3,1,Graduate,38534400000000000,0
423,9214,2000,50116.0,2023-06-20,68,55.0,2.0,10.0,0.0,0.0,2.0,2,1,0,4,5,0,0,0,0,0,0,Other,7,Card,(+84) 998891229.0,69.0,24,Relationship,2,4,1,Graduate,777600000000000,0
424,4993,1988,35544.0,2023-03-08,77,31.0,7.0,23.0,4.0,1.0,4.0,1,2,0,3,7,0,0,0,0,0,0,Other,6,Online,(+84) 768051678.0,70.0,36,Single,1,2,1,Post_Graduate,9763200000000000,0
425,7658,1988,23331.0,2021-10-05,97,105.0,22.0,101.0,24.0,15.0,5.0,6,5,1,5,9,0,0,0,0,0,0,Other,17,Online,(+84) 918193003.0,272.0,36,Single,1,2,1,Post_Graduate,54604800000000000,0
426,6450,1983,30772.0,2023-03-12,89,8.0,4.0,4.0,2.0,1.0,4.0,1,1,0,2,6,0,0,0,0,0,0,Male,4,Unknown,(+84) 171256633.0,23.0,41,Relationship,2,4,1,Graduate,9417600000000000,0
427,1624,1999,55593.0,2022-08-21,63,294.0,10.0,124.0,11.0,4.0,106.0,2,6,6,3,6,1,0,0,0,0,0,Other,17,Unknown,(+84) 514049620.0,549.0,25,Relationship,1,3,1,Graduate,26956800000000000,1
428,4492,1984,52614.0,2021-12-01,63,790.0,2.0,142.0,12.0,9.0,38.0,2,2,4,8,8,0,0,0,0,0,0,Female,16,Card,(+84) 868739160.0,993.0,40,Single,1,2,1,Post_Graduate,49680000000000000,0
429,3315,1999,63810.0,2021-11-11,45,978.0,14.0,253.0,16.0,12.0,101.0,4,4,3,12,8,0,0,0,0,0,0,Male,23,Cash,(+84) 597239939.0,1374.0,25,Single,1,2,1,Graduate,51408000000000000,0
430,9500,1985,70666.0,2022-12-06,29,399.0,42.0,367.0,119.0,122.0,30.0,1,7,4,4,4,0,0,0,0,0,0,Female,16,Unknown,(+84) 299115379.0,1079.0,39,Relationship,0,2,0,Graduate,17712000000000000,0
431,2821,1989,70321.0,2022-01-16,6,304.0,25.0,751.0,82.0,26.0,191.0,1,6,5,13,4,0,0,0,0,0,0,Female,25,Card,(+84) 705943181.0,1379.0,35,Relationship,0,2,0,Graduate,45705600000000000,0
432,4059,1995,28587.0,2023-02-12,42,23.0,6.0,17.0,12.0,10.0,13.0,3,2,0,4,6,0,0,0,0,0,0,Male,9,Online,(+84) 056610376.0,81.0,29,Relationship,1,3,1,Graduate,11836800000000000,0
433,9763,1994,13533.0,2022-03-10,45,13.0,5.0,8.0,8.0,0.0,17.0,2,2,0,3,7,0,0,0,0,0,0,Other,7,Card,(+84) 501961681.0,51.0,30,Single,1,2,1,Post_Graduate,41126400000000000,0
434,5786,1979,31395.0,2022-03-23,80,24.0,3.0,25.0,0.0,8.0,7.0,4,2,1,3,6,0,0,0,0,0,0,Female,10,Unknown,(+84) 549438418.0,67.0,45,Single,2,3,1,Post_Graduate,40003200000000000,0
435,6911,1996,35860.0,2023-05-19,37,16.0,2.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,1,0,0,0,0,Female,6,Cash,(+84) 959767730.0,52.0,28,Single,2,3,1,Post_Graduate,3542400000000000,2
436,3073,1989,77870.0,2021-08-22,93,1018.0,52.0,500.0,65.0,50.0,133.0,3,5,5,5,8,0,0,0,1,0,0,Male,18,Card,(+84) 093405803.0,1818.0,35,Relationship,1,3,1,Graduate,58406400000000000,1
437,3362,1991,64497.0,2021-09-10,17,1171.0,50.0,320.0,42.0,32.0,192.0,5,11,4,9,8,1,0,0,0,0,0,Male,29,Unknown,(+84) 271714825.0,1807.0,33,Single,1,2,1,Graduate,56764800000000000,1
438,1191,1989,26487.0,2022-05-20,23,3.0,10.0,10.0,12.0,14.0,23.0,3,2,1,3,5,0,0,0,0,0,0,Female,9,Cash,(+84) 244827482.0,72.0,35,Single,1,2,1,Under_Graduate,34992000000000000,0
440,4198,1988,28442.0,2023-02-24,53,20.0,5.0,10.0,11.0,8.0,6.0,3,2,1,4,4,0,0,0,0,0,0,Male,10,Card,(+84) 995412159.0,60.0,36,Relationship,2,4,1,Graduate,10800000000000000,0
441,9470,1987,54137.0,2022-08-16,46,172.0,2.0,11.0,0.0,1.0,20.0,2,4,1,4,6,0,0,0,0,0,0,Other,11,Mobile,(+84) 169727714.0,206.0,37,Single,1,2,1,Graduate,27388800000000000,0
442,7838,1987,35876.0,2023-04-20,13,67.0,4.0,40.0,4.0,3.0,14.0,1,3,1,3,6,0,0,0,0,0,0,Male,8,Unknown,(+84) 212470564.0,132.0,37,Relationship,0,2,0,Post_Graduate,6048000000000000,0
443,5392,1994,86836.0,2021-09-12,7,180.0,23.0,273.0,0.0,21.0,63.0,1,6,10,6,5,1,0,0,1,0,0,Female,23,Unknown,(+84) 906064925.0,560.0,30,Relationship,0,2,0,Post_Graduate,56592000000000000,2
444,4642,1992,43020.0,2022-11-30,79,46.0,9.0,99.0,4.0,25.0,43.0,3,4,1,4,6,0,0,0,0,0,0,Male,12,Unknown,(+84) 269739166.0,226.0,32,Single,1,2,1,Graduate,18230400000000000,0
445,8922,1987,94642.0,2023-02-12,35,880.0,145.0,797.0,106.0,143.0,143.0,0,5,7,9,1,0,0,0,1,0,0,Female,21,Online,(+84) 479775661.0,2214.0,37,Relationship,0,2,0,Graduate,11836800000000000,1
446,6124,1987,74881.0,2022-03-08,48,506.0,74.0,270.0,36.0,27.0,54.0,4,9,2,12,5,0,0,0,0,0,0,Other,27,Mobile,(+84) 926431362.0,967.0,37,Relationship,2,4,1,Post_Graduate,41299200000000000,0
447,2810,1997,57236.0,2023-03-12,22,106.0,2.0,9.0,2.0,1.0,4.0,3,2,1,4,3,0,0,0,0,0,0,Other,10,Mobile,(+84) 671345739.0,124.0,27,Relationship,2,4,1,Post_Graduate,9417600000000000,0
448,3488,1989,61331.0,2022-03-10,42,535.0,7.0,47.0,0.0,5.0,41.0,5,11,1,6,8,0,0,0,0,0,0,Other,23,Mobile,(+84) 896924455.0,635.0,35,Single,2,3,1,Post_Graduate,41126400000000000,0
449,6996,1993,49767.0,2022-05-02,92,203.0,49.0,197.0,55.0,42.0,149.0,1,5,4,8,4,0,0,0,0,0,0,Male,18,Unknown,(+84) 659943642.0,695.0,31,Single,0,1,0,Graduate,36547200000000000,0
450,6718,1986,79530.0,2022-05-17,64,334.0,2.0,815.0,129.0,42.0,29.0,1,4,10,11,2,0,0,0,0,0,0,Male,26,Mobile,(+84) 303718690.0,1351.0,38,Relationship,0,2,0,Graduate,35251200000000000,0
451,1419,1986,60544.0,2021-08-25,92,202.0,4.0,43.0,3.0,5.0,35.0,4,5,1,5,6,0,0,0,0,0,0,Female,15,Cash,(+84) 840883229.0,292.0,38,Relationship,2,4,1,Graduate,58147200000000000,0
452,8537,1990,66973.0,2022-05-17,98,467.0,24.0,432.0,147.0,113.0,102.0,1,8,7,12,3,0,0,0,0,0,0,Other,28,Card,(+84) 143554575.0,1285.0,34,Relationship,0,2,0,Post_Graduate,35251200000000000,0
453,4168,1991,24279.0,2021-12-29,6,17.0,38.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,0,0,0,0,Female,9,Mobile,(+84) 032680577.0,266.0,33,Relationship,0,2,0,Under_Graduate,47260800000000000,0
454,1206,1988,18701.0,2022-06-04,95,13.0,6.0,2.0,10.0,6.0,10.0,4,2,0,4,5,0,0,0,0,0,0,Other,10,Online,(+84) 698838584.0,47.0,36,Single,2,3,1,Graduate,33696000000000000,0
455,7308,1985,46931.0,2023-04-24,94,42.0,2.0,17.0,3.0,1.0,16.0,2,1,1,3,3,0,0,0,0,0,0,Female,7,Unknown,(+84) 595011532.0,81.0,39,Relationship,3,5,1,Graduate,5702400000000000,0
456,9049,1992,36778.0,2021-08-05,63,30.0,6.0,34.0,2.0,4.0,4.0,3,3,0,3,9,0,0,0,0,0,0,Female,9,Online,(+84) 899464309.0,80.0,32,Relationship,2,4,1,Post_Graduate,59875200000000000,0
457,3949,1991,30538.0,2021-10-01,27,285.0,2.0,52.0,8.0,3.0,20.0,4,9,0,4,10,0,0,0,0,0,0,Other,17,Cash,(+84) 296348583.0,370.0,33,Relationship,1,3,1,Post_Graduate,54950400000000000,0
458,1964,1988,55434.0,2022-10-05,21,239.0,117.0,215.0,169.0,69.0,76.0,3,5,3,13,4,0,0,0,0,0,0,Female,24,Online,(+84) 502740294.0,885.0,36,Relationship,1,3,1,Graduate,23068800000000000,0
459,4286,1989,72903.0,2022-10-29,74,1068.0,140.0,750.0,0.0,19.0,39.0,1,7,5,8,4,0,0,0,1,0,0,Male,21,Online,(+84) 578195886.0,2016.0,35,Single,0,1,0,Graduate,20995200000000000,1
460,7356,1984,61825.0,2022-08-07,56,163.0,52.0,100.0,55.0,30.0,27.0,1,4,2,8,4,0,0,0,0,0,0,Male,15,Cash,(+84) 305212298.0,427.0,40,Single,1,2,1,Graduate,28166400000000000,0
461,1497,1990,45894.0,2023-02-27,15,28.0,4.0,7.0,0.0,2.0,13.0,1,1,0,3,5,0,0,0,0,0,0,Female,5,Mobile,(+84) 603502743.0,54.0,34,Relationship,2,4,1,Post_Graduate,10540800000000000,0
462,7590,1984,65488.0,2023-06-13,46,604.0,47.0,207.0,36.0,18.0,54.0,1,3,4,6,1,0,0,0,0,0,0,Male,14,Mobile,(+84) 787590826.0,966.0,40,Relationship,0,2,0,Post_Graduate,1382400000000000,0
463,7551,1993,43322.0,2023-04-21,25,57.0,9.0,48.0,10.0,2.0,18.0,1,3,0,4,7,0,0,0,0,0,0,Female,8,Unknown,(+84) 160702932.0,144.0,31,Single,0,1,0,Graduate,5961600000000000,0
464,6839,1995,59754.0,2021-12-01,96,116.0,29.0,44.0,4.0,146.0,139.0,3,5,2,6,5,0,0,0,0,0,0,Other,16,Online,(+84) 898980223.0,478.0,29,Relationship,1,3,1,Graduate,49680000000000000,0
465,9871,1992,46390.0,2023-05-05,56,96.0,16.0,64.0,2.0,9.0,38.0,1,4,2,3,7,0,0,0,0,0,0,Male,10,Cash,(+84) 396510951.0,225.0,32,Single,1,2,1,Post_Graduate,4752000000000000,0
